"","name","meet_year","race_group","class_year","team","meet1","meet2","meet3","Minnesota Intercollegiate Championships"
"258","  Garrett, Ryan",2014,"Men","FR","St. Thomas","29.43333333","29.34",29.386666665,"28.83166667"
"259","  Garrett, Ryan",2015,"Men","SO","St. Thomas","32.03333333","28.71666667",30.04166667,"29.86166667"
"260","  Garrett, Ryan",2016,"Men","JR","St. Thomas","29.71666667","29.45833333",29.5875,"29.68333333"
"261","  Garriga, Mercy",2014,"Women","FR","St. Olaf","26.46","25.8",26.13,"25.33666667"
"262","  Garson-Shumway, Carmen",2014,"Women","FR","Macalester","25.91833333","25.17666667",25.5475,"25.37833333"
"263","  Garson-Shumway, Carmen",2015,"Women","SO","Macalester","27.00166667","25.89666667",26.44916667,"25.845"
"264","  Garson-Shumway, Carmen",2017,"Women","SR","Macalester","25.18333333","27.155",26.169166665,"24.27333333"
"265","  Gaughran-Bedell, Adelaide",2017,"Women","FR","Macalester","29.65333333","31.755",32.74666667,"29.77666667"
"266","  Geist, Marietta",2016,"Women","FR","Carleton","23.75","23.84666667",23.98333333,"24.03166667"
"267","  Gerhartz, Jacob",2015,"Men","JR","St. Thomas","27.51666667","25.84333333",26.68,"25.90833333"
"268","  Giamberdino, joe",2014,"Men","SR","Macalester","28.25166667","26.89166667",27.57166667,"26.05"
"269","  Giefer, Julia",2016,"Women","SO","St. Thomas","27.49","25.17",26.33,"25.64666667"
"270","  Gillberg, Mollie",2012,"Women","SO","Bethel","23.12666667","23.62",23.373333335,"23.90833333"
"271","  Glasgow, Zach",2015,"Men","FR","St. Thomas","34","28.16666667",31.083333335,"28.37666667"
"272","  Glassbrenner, Ali",2016,"Women","JR","St. Thomas","23.74333333","26.74833333",25.07333333,"24.215"
"273","  Glassbrenner, Ali",2017,"Women","SR","St. Thomas","24.065","25.45833333",24.761666665,"23.15666667"
"274","  Glidewell, Seth",2015,"Men","FR","St. Thomas","30.96666667","27",27.89166667,"27.63333333"
"275","  Glidewell, Seth",2016,"Men","SO","St. Thomas","29.16666667","27.05833333",27.72333333,"27.11333333"
"276","  Goeman, Kayla",2012,"Women","SO","St. Thomas","25.24166667","24.97",24.35,"23.7"
"277","  Gomoll, Andi",2012,"Women","SR","St. Olaf","24.01","24.645",24.75666667,"23.46"
"278","  Goodman, Caitlin",2012,"Women","SR","St. Benedict","24.18","24.49666667",24.338333335,"24.175"
"279","  Gordon, Alex",2015,"Men","SO","Macalester","30.15","30.15",30.97166667,"30.78333333"
"280","  Gordon, Alex",2017,"Men","SR","Macalester","28.69333333","30.58666667",29.64,"28.67333333"
"281","  Gossfeld, Megan ",2014,"Women","FR","St. Thomas","26.57","25.75166667",26.160833335,"24.67166667"
"282","  Gossfeld, Megan ",2017,"Women","SR","St. Thomas","24.095","25.26833333",24.681666665,"23.73666667"
"283","  Gould, Laura",2014,"Women","FR","Macalester","27.69833333","27.04333333",27.37083333,"25.66333333"
"284","  Gould, Laura",2015,"Women","SO","Macalester","27.08666667","26.51166667",26.79916667,"25.925"
"285","  Gould, Laura",2016,"Women","JR","Macalester","27.92333333","25.75666667",26.36,"25.505"
"286","  Gould, Laura",2017,"Women","SR","Macalester","26.07","27.15833333",27.45833333,"24.61333333"
"287","  Graff, Chase",2015,"Men","FR","St. Thomas","30.2","28.51666667",28.82666667,"29.73166667"
"288","  Grafstrom, Kirsten",2016,"Women","FR","Concordia Moorhead","30.65","30.03833333",30.344166665,"30.66166667"
"289","  Grafstrom, Sarah",2015,"Women","JR","Concordia Moorhead","36.40166667","33.1",34.750833335,"32.90666667"
"290","  Grafstrom, Sarah",2016,"Women","SR","Concordia Moorhead","32.81166667","33.9",32.785,"31.455"
"291","  Grant, Spencer",2015,"Men","FR","Macalester","30.57","28.84833333",28.8,"29.57666667"
"292","  Grant, Spencer",2016,"Men","SO","Macalester","29.11833333","29.915",29.516666665,"29.27333333"
"293","  Grant, Spencer",2017,"Men","JR","Macalester","26.95333333","28.19666667",27.575,"27.795"
"294","  Greene, Gretchen",2014,"Women","SO","Macalester","26.09666667","25.775",25.935833335,"25.65666667"
"295","  Greene, Gretchen",2015,"Women","JR","Macalester","25.81","24.82333333",25.316666665,"25.265"
"296","  Greene, Gretchen",2016,"Women","SR","Macalester","24.65","27.06166667",24.995,"24.86666667"
"297","  Greenlee, Emma",2017,"Women","FR","Carleton","23.405","24.135",24.40833333,"22.83666667"
"298","  Griffin, Meg ",2016,"Women","SO","Hamline","23.89666667","26.56",25.228333335,"24.485"
"299","  Griffin, Meg ",2017,"Women","JR","Hamline","25.22833333","26.24166667",25.735,"24.055"
"300","  Gross, Cathleen ",2012,"Women","FR","St. Benedict","23.67","24.29",23.98,"23.20333333"
"301","  Gruenberg, Brianna",2015,"Women","FR","Concordia Moorhead","25.33166667","24.13333333",24.7325,"23.96333333"
"302","  Gruenberg, Brianna",2016,"Women","SO","Concordia Moorhead","23.46666667","24.31833333",24.56666667,"24.005"
"303","  Gruenberg, Brianna",2017,"Women","JR","Concordia Moorhead","25.51833333","24.76666667",24.795,"23.77833333"
"304","  Gunsalus, Rachel",2012,"Women","SR","Macalester","23.32166667","24.20166667",23.76166667,"23.27333333"
"305","  Gustafson, Brennan",2017,"Men","FR","Gustavus Adolphus","27.125","28.04333333",27.584166665,"27.23666667"
"306","  Gustafson, Bridget",2016,"Women","SR","Macalester","28.46","26.325",27.11,"26.83833333"
"307","  Gutzmann, Althea",2017,"Women","FR","St. Benedict","24.19666667","25.00333333",24.6,"24.68833333"
"308","  Haase, Joe",2012,"Men","FR","Carleton","27.585","27.74833333",27.666666665,"27.12833333"
"309","  Haberman, Emmett",2015,"Men","SO","Gustavus Adolphus","29.48166667","30.755",30.118333335,"29.875"
"310","  Haberman, Emmett",2016,"Men","JR","Gustavus Adolphus","32.05","30.98",31.515,"29.26666667"
"311","  Haberman, Emmett",2017,"Men","SR","Gustavus Adolphus","29.87833333","30.66166667",30.27,"29.995"
"312","  Hacklander, Landry",2015,"Men","SO","Concordia Moorhead","34.84166667","32.23333333",33.5375,"33.195"
"313","  Hacklander, Landry",2016,"Men","JR","Concordia Moorhead","22.555","31.50333333",32.53333333,"30.78833333"
"314","  Halbmaier, Casey",2014,"Men","SO","St. Thomas","31.71666667","31.87166667",31.79416667,"30.58166667"
"315","  Halbmaier, Casey",2015,"Men","JR","St. Thomas","32.06666667","27.53333333",28.87666667,"28.96833333"
"316","  Halbmaier, Casey",2016,"Men","SR","St. Thomas","31.46666667","29.45",30.458333335,"29.81833333"
"317","  Haley, Aaron",2012,"Men","SO","Saint Mary's","26.86","27.16833333",27.014166665,"26.06333333"
"318","  Hall, William",2015,"Men","SR","Carleton","29.85","30.53",30.19,"30.425"
"319","  Hamilton, Olivia",2015,"Women","SO","Concordia Moorhead","28.27333333","26.58333333",27.42833333,"27.72666667"
"320","  Hamilton, Olivia",2016,"Women","JR","Concordia Moorhead","29.58333333","29.46",29.521666665,"29.39166667"
"321","  Hamilton, Olivia",2017,"Women","SR","Concordia Moorhead","27.95","28.39666667",28.173333335,"27.98333333"
"322","  Hankins, Holly",2017,"Women","JR","Hamline","26.56","26.095",26.3275,"25.56"
"323","  Hanold, Tayler",2012,"Women","FR","St. Thomas","26.65333333","27.54666667",27.1,"26.32833333"
"324","  Hanson, Elisabeth",2012,"Women","JR","Concordia Moorhead","25.52833333","25.65833333",25.25666667,"24.42333333"
"325","  Hanson, Nathan ",2015,"Men","JR","Gustavus Adolphus","28.75","29.26166667",29.005833335,"30.06166667"
"326","  Hao, Emily",2017,"Women","FR","Concordia Moorhead","31.02333333","29.83333333",30.71166667,"28.57"
"327","  Harper, Henry",2016,"Men","FR","Macalester","27.54166667","29.87",28.705833335,"27.88333333"
"328","  Haskins, Zach",2012,"Men","SR","Bethel","25.70666667","26.12166667",25.91416667,"25.62833333"
"329","  Hastad, Haylee",2014,"Women","SR","Concordia Moorhead","29.52666667","26.6",28.063333335,"27.64166667"
"330","  Hatton, Evan",2016,"Men","SO","Bethel","26.29833333","27.16",26.729166665,"27.095"
"331","  Hauf, Erica ",2017,"Women","SR","Concordia Moorhead","26.49","26.46666667",26.27666667,"25.39"
"332","  Haugen, Emily",2017,"Women","FR","St. Thomas","27.69333333","28.73166667",28.2125,"26.56833333"
"333","  Haugrud, Connor",2017,"Men","FR","Concordia Moorhead","20.71666667","30.295",30.075,"28.675"
"334","  Hawgood, Bryony",2016,"Women","FR","St. Olaf","23.15","25.54",24.105,"23.78833333"
"335","  Hayden, Bernadette",2017,"Women","SO","Hamline","24.87","26.85166667",25.860833335,"24.44666667"
"336","  Hayes, Lydia",2015,"Women","SO","Gustavus Adolphus","24.81166667","24.91833333",24.865,"24.71"
"337","  Hayes, Lydia",2016,"Women","JR","Gustavus Adolphus","26.68333333","26.64",25.40166667,"25.935"
"338","  Hayes, Lydia",2017,"Women","SR","Gustavus Adolphus","24.25166667","24.71833333",24.485,"24.185"
"339","  Hedberg, Kaley",2014,"Women","FR","Concordia Moorhead","27.76","25.83333333",26.796666665,"26.51666667"
"340","  Hedberg, Kaley",2015,"Women","SO","Concordia Moorhead","28.67833333","27.31666667",27.9975,"28.34666667"
"341","  Hedberg, Kaley",2016,"Women","JR","Concordia Moorhead","28.115","28.26666667",28.445,"28.50833333"
"342","  Hedberg, Kaley",2017,"Women","SR","Concordia Moorhead","28.77666667","27.48333333",28.70666667,"26.435"
"343","  Hedberg, Sydney ",2016,"Women","FR","Gustavus Adolphus","28.61666667","27.56333333",27.355,"29.46333333"
"344","  Heen, Kai",2015,"Men","SO","Macalester","33.45833333","32.05",32.58666667,"31.215"
"345","  Heitkamp, Race",2015,"Men","SR","Concordia Moorhead","30.24333333","28.4",29.321666665,"29.10333333"
"346","  Helstad, Scott",2016,"Men","FR","St. Thomas","27.16833333","28.65333333",27.91083333,"27.685"
"347","  Hendrickson, Mattia",2016,"Women","SR","St. Benedict","25.88333333","25.32",24.635,"25.04166667"
"348","  Henschel, Jack",2016,"Men","FR","St. Olaf","26.39666667","27.07666667",26.73666667,"26.805"
"349","  Herath, Lydia",2016,"Women","SO","Bethel","24.995","25.97666667",25.485833335,"25.37"
"350","  Hereid, Tera",2012,"Women","JR","Bethel","24.74333333","25.03333333",24.88833333,"23.93666667"
"351","  Herland, Lauren",2016,"Women","SO","St. Olaf","27.485","26.13",26.8075,"26.23166667"
"352","  Hershewe, Edward",2016,"Men","FR","Carleton","29.445","30.72833333",30.086666665,"29.11166667"
"353","  Higgins, Emma",2016,"Women","FR","Macalester","30.21666667","28.00833333",28.79833333,"28.09166667"
"354","  Hignell, Emily",2016,"Women","FR","Concordia Moorhead","34.69666667","35.61666667",34.875,"32.70666667"
"355","  Hignell, Emily",2017,"Women","SO","Concordia Moorhead","36.11666667","34.51666667",35.35666667,"32.78666667"
"356","  Hill, Megan ",2017,"Women","FR","Gustavus Adolphus","27.24","27.66166667",27.450833335,"27.685"
"357","  Hilty, Maya",2017,"Women","FR","Carleton","25.205","26.51166667",25.15,"24.665"
"358","  Hinwood, Lachlan",2014,"Men","SO","Macalester","28.01833333","27.055",27.536666665,"26.87333333"
"359","  Hinwood, Lachlan",2015,"Men","JR","Macalester","27.58666667","26.31666667",26.82166667,"26.815"
"360","  Hinwood, Lachlan",2016,"Men","SR","Macalester","26.54166667","28.03166667",27.28666667,"27.04333333"
"361","  Hirsh, Aaron",2012,"Men","SR","Carleton","28.085","29.465",28.775,"27.08833333"
"362","  Hiskes, Ben",2015,"Men","JR","Carleton","27.22333333","27.95333333",27.58833333,"27.915"
"363","  Hitt, Harrison",2012,"Men","SO","Bethel","30.71833333","28.85166667",29.785,"27.355"
"364","  Hoerger, Jacob",2012,"Men","JR","Carleton","27.44333333","28.79833333",28.12083333,"27.92"
"365","  Hofer, MaKena ",2015,"Women","JR","Gustavus Adolphus","26.07666667","26.85666667",26.46666667,"25.41833333"
"366","  Hoffert, Michael",2015,"Men","SO","Carleton","27.91833333","28.36333333",28.14083333,"28.49333333"
"367","  Holmes, Megan",2014,"Women","SR","St. Olaf","25.29666667","24.51833333",24.9075,"24.62833333"
"368","  Holscher, Emily",2014,"Women","SO","St. Thomas","26.375","25.77166667",26.073333335,"25.28166667"
"369","  Holten, Anna",2014,"Women","SO","St. Olaf","28.22833333","27.75833333",27.99333333,"27.435"
"370","  Holten, Anna",2016,"Women","SR","St. Olaf","29.76166667","28.425",29.093333335,"27.86333333"
"371","  Holten, Cecelia",2012,"Women","FR","Concordia Moorhead","28.55666667","28.65333333",28.605,"29.33"
"372","  Holten, Cecelia",2014,"Women","JR","Concordia Moorhead","29.97833333","28.1",29.039166665,"27.41333333"
"373","  Holten, Cecelia",2015,"Women","JR","Concordia Moorhead","30.01166667","28.11666667",29.06416667,"30.22"
"374","  Honnold, Becky",2014,"Women","SO","Macalester","26.585","25.93833333",26.261666665,"24.525"
"375","  Honnold, Becky",2015,"Women","JR","Macalester","26.18833333","25.00333333",25.59583333,"24.81666667"
"376","  Honnold, Becky",2016,"Women","SR","Macalester","26.88333333","25.505",25.67666667,"25.55833333"
"377","  Hoops, Susan",2014,"Women","SO","St. Olaf","29.03666667","26.29166667",27.66416667,"24.65166667"
"378","  Hoops, Susan",2015,"Women","JR","St. Olaf","26.86166667","25.26833333",26.065,"25.015"
"379","  Hoops, Susan",2016,"Women","SR","St. Olaf","28.01","25.90833333",26.959166665,"25.5"
"380","  Hoornaert, Jamie",2014,"Women","SO","St. Olaf","23.81833333","22.98833333",23.40333333,"22.67333333"
"381","  Hoornaert, Jamie",2015,"Women","JR","St. Olaf","23.76666667","23.205",23.485833335,"23.10333333"
"382","  Hoornaert, Jamie",2016,"Women","SR","St. Olaf","23.05833333","25.14",23.72833333,"23.46333333"
"383","  Hornor, Hart",2015,"Men","SR","Carleton","24.76166667","25.40166667",25.08166667,"25.74333333"
"384","  Horsley, Ashton",2015,"Women","FR","Macalester","25.93333333","25.2",25.566666665,"25.81166667"
"385","  Hostetler, Kayla",2016,"Women","FR","Macalester","28.6","27.36333333",26.98833333,"26.185"
"386","  Hostetler, Kayla",2017,"Women","SO","Macalester","25.46","27.27833333",25.91333333,"25.40666667"
"387","  Hubbell, Diane",2012,"Women","FR","St. Thomas","24.62833333","24.80333333",24.71583333,"26.14166667"
"388","  Hubbell, Diane",2015,"Women","SR","St. Thomas","25.16833333","24.87166667",25.02,"24.145"
"389","  Hubbell, Harriet ",2017,"Women","FR","St. Thomas","26.655","27.875",27.265,"25.01166667"
"390","  Huderle, Marcus",2012,"Men","JR","Carleton","26.80666667","28.80333333",27.805,"26.19166667"
"391","  Hudson Rasmusson, Berit",2017,"Women","SO","Carleton","24.59833333","26.32833333",24.51666667,"24.975"
"392","  Huebner, Zoe ",2017,"Women","FR","Augsburg","27.665","28.56833333",28.116666665,"26.97333333"
"393","  Huffman, David",2016,"Men","JR","Bethel","27.27166667","28.275",27.773333335,"27.62666667"
"394","  Huss, Chris",2016,"Men","SR","Augsburg","27.555","28.24833333",27.901666665,"27.67333333"
"395","  Huyett, Kara",2015,"Women","FR","St. Thomas","28.14833333","27.155",27.651666665,"26.84666667"
"396","  Huyett, Kara",2017,"Women","JR","St. Thomas","25.72666667","27.175",26.450833335,"27.00833333"
"397","  Inwards, Emmy",2016,"Women","JR","Bethel","24.23833333","25",24.619166665,"25.255"
"398","  Irvine, Cullen",2015,"Men","FR","Carleton","27.41166667","28.10166667",27.75666667,"28.42666667"
"399","  Irvine, Cullen",2016,"Men","SO","Carleton","27.40333333","28.68833333",28.35333333,"27.84166667"
"400","  Irving, Taybri",2016,"Women","SR","Augsburg","23.185","23.61833333",23.401666665,"22.54333333"
"401","  Isahak, Munir",2017,"Men","FR","Concordia Moorhead","19.425","28.13166667",27.37,"27.34"
"402","  Ivanecky, Sam",2015,"Men","FR","St. Thomas","29.01666667","27.10833333",28.0625,"27.415"
"403","  Iverson, Luke",2012,"Men","SO","Augsburg","28.43666667","28.43",28.433333335,"28.37833333"
"404","  Ivory, Justin",2012,"Men","SR","Bethel","28.41666667","28.55833333",28.4875,"27.41666667"
"405","  Jackson, Nick",2014,"Men","JR","St. Thomas","28.06666667","27.69",27.878333335,"27.11666667"
"406","  Jackson, Nick",2015,"Men","SR","St. Thomas","31.81666667","27.71",29.763333335,"27.87"
"407","  Jackson, Taylor",2014,"Women","SO","St. Thomas","26.68333333","26.44666667",26.565,"24.825"
"408","  Jaffe, Dorrian",2015,"Women","SO","Carleton","23.16666667","23.46166667",23.31416667,"23.33166667"
"409","  Jagler, Samantha ",2016,"Women","FR","Gustavus Adolphus","37.3","34.45833333",35.879166665,"33.63"
"410","  Janto, Kayla",2014,"Women","SO","St. Thomas","24.87833333","24.40833333",24.64333333,"23.76666667"
"411","  Janto, Kayla",2016,"Women","SR","St. Thomas","22.985","25.31",24.1475,"23.32"
"412","  Jarka-Sellers, Peter",2017,"Men","SO","Macalester","27.70333333","28.37833333",28.04083333,"27.29166667"
"413","  Jensen, Jerlie",2014,"Women","SO","St. Olaf","29.12833333","28.27166667",28.7,"27.51833333"
"414","  Jensen, Jerlie",2016,"Women","SR","St. Olaf","29.58","27.25833333",28.419166665,"27.44"
"415","  Jenssen, Lily",2017,"Women","FR","Macalester","27.77666667","28.59166667",27.30166667,"27.21333333"
"416","  Jewson, Sam",2016,"Men","JR","Hamline","28.24333333","30.04166667",29.1425,"28.03166667"
"417","  Johansen, Maija",2014,"Women","JR","St. Olaf","26.83","26.80166667",26.815833335,"26.02333333"
"418","  Johansen, Maija",2015,"Women","SR","St. Olaf","26.69833333","26.33166667",26.515,"26.10333333"
"419","  Johnson, Adrian",2017,"Men","FR","Macalester","27.97666667","28.85833333",28.4175,"27.52"
"420","  Johnson, Brandon",2015,"Men","FR","Concordia Moorhead","32.08833333","30.23333333",31.16083333,"31.22"
"421","  Johnson, Brendan",2014,"Men","FR","Concordia Moorhead","30.37","27.63333333",29.001666665,"28.24"
"422","  Johnson, Brendan",2016,"Men","JR","Concordia Moorhead","21.83833333","28.77166667",30.69166667,"30.25333333"
"423","  Johnson, Brendan",2017,"Men","SR","Concordia Moorhead","20.51666667","30.71166667",30.12666667,"29.55166667"
"424","  Johnson, Haley",2012,"Women","SO","Carleton","24.14166667","24.415",24.278333335,"23.45166667"
"425","  Johnson, Jorden",2012,"Women","SO","St. Olaf","21.91666667","22.60666667",22.225,"21.90666667"
"426","  Johnson, Jorden",2014,"Women","SR","St. Olaf","23.675","22.98833333",23.331666665,"22.69666667"
"427","  Johnson, Kendal",2016,"Women","JR","St. Benedict","29.83333333","27.895",28.864166665,"27.89833333"
"428","  Johnson, Lindsay",2016,"Women","JR","Bethel","24.53166667","26.40666667",25.46916667,"25.63833333"
"429","  Johnson, Megan",2012,"Women","FR","Concordia Moorhead","27.06166667","27.18",27.120833335,"26.44"
"430","  Jonathan, Sarah",2012,"Women","FR","Macalester","25.875","26.61166667",26.243333335,"24.68333333"
"431","  Jonathan, Sarah",2014,"Women","JR","Macalester","24.76833333","24.77",24.769166665,"23.525"
"432","  Jones, Charlie",2014,"Men","FR","St. Thomas","30.26666667","30.77833333",30.5225,"28.02166667"
"433","  Jones, Charlie",2015,"Men","JR","St. Thomas","30.21666667","28.01666667",27.615,"29.715"
"434","  Jones, Evan ",2015,"Men","JR","Gustavus Adolphus","25.96666667","27.57166667",26.76916667,"26.475"
"435","  Jones, Evan ",2016,"Men","SR","Gustavus Adolphus","27.45","25.80166667",26.44833333,"26.315"
"436","  Joslyn, Annie",2012,"Women","FR","St. Thomas","26.29333333","25.84333333",26.06833333,"24.38333333"
"437","  Junget, Aimee",2015,"Women","JR","St. Thomas","26.51166667","25.07333333",25.7925,"24.58166667"
"438","  Kaegi, Emily",2015,"Women","SO","Carleton","22.66833333","23.105",22.886666665,"23.06666667"
"439","  Kaegi, Emily",2016,"Women","JR","Carleton","22.63833333","22.80833333",23.22333333,"23.145"
"440","  Kaegi, Emily",2017,"Women","SR","Carleton","22.14833333","22.93833333",22.41333333,"21.995"
"441","  Kane, Becky",2012,"Women","JR","Macalester","25.015","24.65666667",24.835833335,"24.38333333"
"442","  Karlson, Sam",2015,"Men","FR","St. Thomas","32.6","30.41666667",30.35,"30.725"
"443","  Kaufman, Shira",2012,"Women","FR","Carleton","23.06666667","23.81166667",23.43916667,"22.99666667"
"444","  Keefe, Andy",2012,"Men","JR","Macalester","26.87666667","27.71666667",27.29666667,"26.835"
"445","  Keller-Miller, Kathryn",2012,"Women","SO","St. Benedict","23.84666667","24.54166667",24.19416667,"25.37666667"
"446","  Kennard, Maddy",2017,"Women","FR","Macalester","27.06833333","28.15833333",27.245,"27.17666667"
"447","  Kerbeshian, Nick",2017,"Men","FR","Gustavus Adolphus","27.28","29.20333333",28.241666665,"27.59333333"
"448","  Ketola, Keith",2016,"Men","JR","St. Olaf","26.32166667","26.35833333",26.34,"28.02166667"
"449","  Kilde, Ingrid",2016,"Women","FR","Macalester","28.09333333","27.08",26.07833333,"26.94333333"
"450","  Kilde, Ingrid",2017,"Women","SO","Macalester","25.56666667","26.91833333",26.22666667,"24.74666667"
"451","  Kiley, Collin",2016,"Men","FR","St. Thomas","30.56666667","27.84833333",29.2075,"27.93833333"
"452","  Kintop, Natalie",2016,"Women","SR","St. Thomas","28.83333333","26.14333333",27.48833333,"26.33666667"
"453","  Kircher-Henning, Hallie",2015,"Women","FR","Macalester","30.23","28.05333333",29.141666665,"29.105"
"454","  Kircher-Henning, Hallie",2016,"Women","SO","Macalester","30.685","27.71666667",28.77,"28.12833333"
"455","  Kircher-Henning, Hallie",2017,"Women","JR","Macalester","27.75666667","28.77333333",28.265,"27.22333333"
"456","  Kirchmeier, Kemal",2015,"Men","JR","Macalester","32.45666667","30.21666667",30.05666667,"31.57166667"
"457","  Kirk-Davidoff, Paul",2015,"Men","SO","Carleton","29.22","29.8",29.51,"30.36666667"
"458","  Kirkeide, Courtney",2016,"Women","SR","St. Catherine","24.485","25.44833333",24.966666665,"24.12166667"
"459","  Kisner, Laura",2016,"Women","SO","Concordia Moorhead","26.75","26.61666667",27.32,"26.26166667"
"460","  Klecker, Mary",2012,"Women","FR","Augsburg","24.54666667","24.74166667",24.64416667,"24.36166667"
"461","  Klehm, Rachael",2012,"Women","SR","Carleton","23.80166667","23.35666667",23.57916667,"23.37333333"
"462","  Kline, Shelby",2015,"Women","FR","Concordia Moorhead","29.04166667","28.35",28.695833335,"29.88833333"
"463","  Kline, Shelby",2016,"Women","SO","Concordia Moorhead","29.7","29.96666667",31.07666667,"29.71"
"464","  Kline, Shelby",2017,"Women","JR","Concordia Moorhead","32.22833333","31.01666667",31.6225,"29.91833333"
"465","  Klinkner, Anna ",2014,"Women","FR","St. Thomas","26.80166667","25.69333333",26.2475,"26.22166667"
"466","  Klinkner, Anna ",2016,"Women","JR","St. Thomas","29.30166667","26.04666667",27.67416667,"26.66"
"467","  Klinkner, Anna ",2017,"Women","SR","St. Thomas","25.555","26.89833333",26.226666665,"25.22833333"
"468","  Kneeskern, Noah",2017,"Men","FR","Concordia Moorhead","20.16333333","29.16833333",28.65666667,"27.755"
"469","  Knickerbocker, Hannah",2012,"Women","JR","Concordia Moorhead","23.79166667","23.81333333",23.60166667,"23.30333333"
"470","  Knobbe, Thomas ",2015,"Men","JR","Gustavus Adolphus","25.67833333","25.94333333",25.81083333,"26.66666667"
"471","  Knobbe, Thomas ",2016,"Men","SR","Gustavus Adolphus","26.76666667","25.84",26.20166667,"26.27"
"472","  Knowlton, Austin",2014,"Men","SO","St. Thomas","28.85","29.06833333",28.959166665,"28.04166667"
"473","  Knowlton, Austin",2015,"Men","JR","St. Thomas","29.51666667","27.23333333",27.36833333,"29.43"
"474","  Koetke, Brooklyn",2017,"Women","FR","Gustavus Adolphus","29.66333333","31.63666667",30.65,"29.11666667"
"475","  Kosobud, Allison",2016,"Women","SR","St. Benedict","25.63333333","23.24833333",23.74833333,"23.46833333"
"476","  Kraling, Hunter ",2016,"Men","SO","Gustavus Adolphus","38.83333333","34.82333333",35.095,"33.02833333"
"477","  Krause, Elissa",2016,"Women","FR","St. Olaf","29.08833333","27.33166667",28.21,"27.38666667"
"478","  Kremer, Sarah",2012,"Women","FR","Concordia Moorhead","31.35833333","31.07",31.214166665,"30.04666667"
"479","  Krogman, Brandon",2016,"Men","JR","Saint Mary's","28.33666667","29.00666667",28.67166667,"27.49833333"
"480","  Krogman, Brandon",2017,"Men","SR","Saint Mary's","28.00333333","28.36333333",28.18333333,"27.56166667"
"481","  Kroll, Anna",2017,"Women","FR","St. Thomas","25.72666667","27.24",26.483333335,"24.95833333"
"482","  Krpan, Tyler",2014,"Men","JR","St. Thomas","29.08333333","28.59",28.836666665,"27.33"
"483","  Krpan, Tyler",2015,"Men","SR","St. Thomas","29.31666667","26.83333333",27.61,"27.765"
"484","  Kuball, Sarah",2015,"Women","FR","Concordia Moorhead","25.95166667","25.16666667",25.55916667,"25.31166667"
"485","  Kulseth, Kourtney",2017,"Women","FR","Gustavus Adolphus","26.02166667","24.97666667",25.49916667,"24.135"
"486","  Kumar, Pallav",2015,"Men","FR","Carleton","30.56","31.18333333",31.585,"31.25166667"
"487","  Kvebak, Elizabeth",2017,"Women","FR","Gustavus Adolphus","29.26666667","30.33333333",29.8,"28.76333333"
"488","  Laack-Veeder, Noah",2012,"Men","SO","Carleton","28.62166667","28.98833333",28.805,"27.24166667"
"489","  LaChance, Bailey",2015,"Men","FR","St. Thomas","34.38333333","28.53333333",28.95,"31.29"
"490","  LaChance, Bailey",2016,"Men","SO","St. Thomas","29.26666667","28.47",28.868333335,"28.655"
"491","  Lardy, Mariah",2012,"Women","SO","Concordia Moorhead","29.595","28.795",29.195,"29.64833333"
"492","  Lardy, Mariah",2014,"Women","SR","Concordia Moorhead","29.62833333","26.55",28.089166665,"26.95833333"
"493","  Larkin, Aaron",2014,"Men","SR","Concordia Moorhead","31.14333333","28.28333333",29.71333333,"29.045"
"494","  Larsen, Malena",2016,"Women","FR","Augsburg","24.55333333","24.97",24.761666665,"25.28333333"
"495","  Larson-Harsch, Dylan",2016,"Men","SO","Carleton","29.16166667","30.09",29.625833335,"28.78"
"496","  Larson-McCluskey, Gwynevere",2017,"Women","FR","St. Benedict","32.99","34.51",33.75,"34.14166667"
"497","  Larson, Erik",2017,"Men","JR","Concordia Moorhead","20.22166667","28.62333333",28.215,"27.91333333"
"498","  Lauermann, Taylor",2012,"Men","FR","Concordia Moorhead","30.74166667","33.27666667",30.18833333,"29.49166667"
"499","  Lauermann, Taylor",2014,"Men","JR","Concordia Moorhead","33.82","30.93333333",32.376666665,"30.99"
"500","  Launder, Jenny",2016,"Women","FR","St. Thomas","27.09833333","25.31166667",26.205,"25.98666667"
"501","  Launder, Jenny",2017,"Women","SO","St. Thomas","23.54333333","24.8",24.171666665,"23.31666667"
"502","  Lee, Alexandra",2017,"Women","FR","St. Benedict","26.60666667","28.215",27.410833335,"27.12666667"
"503","  Lee, Emma",2012,"Women","SR","St. Olaf","21.815","22.71166667",22.77166667,"22.01666667"
"504","  Lee, Joanna",2017,"Women","FR","Concordia Moorhead","30.45","29.23333333",29.60666667,"28.99"
"505","  Lehn, Calvin",2012,"Men","FR","St. Olaf","26.48166667","26.875",26.678333335,"26.36333333"
"506","  Lemke, Stefan",2012,"Men","JR","St. Olaf","27.01833333","26.81833333",26.91833333,"26.65333333"
"507","  Lepak, Jake",2016,"Men","FR","Macalester","27.985","29.605",28.795,"28.32333333"
"508","  Lepak, Jake",2017,"Men","SO","Macalester","26.81333333","27.68666667",27.25,"27.14166667"
"509","  Leslie, Grace",2017,"Women","FR","Carleton","24.71666667","25.025",24.48333333,"24.52166667"
"510","  Lillehaugen, Luke",2015,"Men","FR","Concordia Moorhead","31.11","29.5",30.305,"30.36"
